phone_number,email,credit_score,age_group,family_background,income,occupation,previous_interaction,comments,intent
+1-935-567-3524x717,tgarrett@gmail.com,548,18-25,Single,187814,Engineer,Yes,please call back,0
001-887-758-7320x9274,masseynicholas@farley-rice.org,359,51+,Single,399051,Engineer,Yes,follow up later,1
801-239-3898,hallsamantha@hotmail.com,591,51+,Married with Kids,316431,Engineer,No,not interested,0
106.968.8547x145,thomasmelinda@herrera-hamilton.com,567,18-25,Married,104930,Business,No,not interested,0
+1-659-335-8649,dennismoore@hotmail.com,542,51+,Married,821226,Engineer,Yes,please call back,1
001-512-954-2812x9462,jeffreymalone@yahoo.com,312,51+,Married with Kids,786104,Business,No,not interested,1
(962)577-5853,karenperez@hotmail.com,333,51+,Single,896510,Artist,Yes,,1
832.289.7545x7723,vharris@yahoo.com,539,18-25,Married,913094,Artist,Yes,,1
698.300.6423x06163,kfowler@yahoo.com,726,51+,Single,803059,Artist,Yes,urgent,1
+1-040-096-5448x0581,jessica24@yahoo.com,793,36-50,Married with Kids,999139,Engineer,No,follow up later,1
+1-829-085-9921x3031,kathy26@webb-clark.com,395,26-35,Single,560592,Business,Yes,urgent,1
(722)750-4558x958,joshuaperry@gmail.com,707,26-35,Married with Kids,820439,Business,No,please call back,1
919.301.6338x38241,qpope@kennedy.com,781,51+,Single,439041,Doctor,Yes,urgent,1
(790)088-3845x90423,laura28@olson-roman.net,644,26-35,Married with Kids,855587,Business,Yes,follow up later,1
001-089-070-8092x10062,robertpatterson@brown.com,440,26-35,Single,374353,Student,Yes,urgent,1
077.607.8594,kfletcher@alvarez-harrison.com,717,18-25,Married with Kids,617813,Artist,Yes,not interested,0
(539)937-9389,jeffreyfisher@burns.com,392,36-50,Single,410421,Business,Yes,not interested,0
(420)761-9997x62295,julie53@wilson.com,836,51+,Married with Kids,212415,Doctor,No,follow up later,1
356.752.9775x7056,stephensoncory@welch-reeves.com,710,36-50,Married with Kids,973829,Doctor,Yes,not interested,1
(124)768-0572,vanessapeck@gmail.com,700,36-50,Married,874436,Artist,Yes,follow up later,1
6510312368,ysmith@santiago.info,774,51+,Single,889132,Artist,No,urgent,1
049-238-7837x8997,garciaalexander@sutton-johnson.biz,517,51+,Married,288459,Doctor,Yes,,0
0457223814,lisawilliams@yahoo.com,802,36-50,Married,477783,Artist,No,please call back,1
221.423.0624x32360,jamie61@hotmail.com,500,51+,Married,845336,Artist,No,urgent,1
341-130-0238x301,melissaruiz@murphy-doyle.biz,745,51+,Single,887683,Student,Yes,please call back,1
001-069-426-8735x10419,pmartinez@gmail.com,772,51+,Married with Kids,540593,Student,Yes,not interested,1
613.197.6035,elizabethcummings@young.info,543,51+,Married with Kids,266658,Artist,No,urgent,1
1306824958,michael96@sandoval.com,594,51+,Single,690640,Engineer,Yes,urgent,1
2224461090,blakesmith@yahoo.com,514,18-25,Married,156375,Doctor,Yes,follow up later,0
(421)267-7268x43692,whitneypeterson@ramos.com,828,26-35,Married,579083,Business,Yes,urgent,1
(743)385-5113x18777,christopherlowe@stone.com,639,18-25,Married with Kids,482413,Artist,No,urgent,1
046.675.4000,dennisgutierrez@hotmail.com,596,18-25,Married with Kids,940685,Doctor,Yes,,1
+1-815-137-6875x9250,stephanieklein@barker.biz,568,26-35,Single,251463,Business,Yes,,1
(314)513-7737x8027,michael25@bennett-griffin.info,381,36-50,Married,172015,Student,Yes,please call back,0
001-392-823-7595x2491,driley@hotmail.com,430,51+,Married with Kids,376432,Doctor,No,follow up later,1
428.512.4331,jamesgray@gmail.com,730,26-35,Married,534714,Student,No,please call back,1
701-675-4961x1641,martinezandrew@flores.com,679,18-25,Married with Kids,656557,Engineer,Yes,,1
+1-284-022-0911x747,guzmanalicia@hotmail.com,536,18-25,Single,812420,Doctor,No,not interested,1
758.973.8869x62035,brenda57@lee-bernard.com,366,26-35,Married with Kids,313473,Student,No,follow up later,1
001-871-320-3230x03646,pfisher@shaw.com,799,18-25,Single,665579,Business,Yes,not interested,1
589.468.8380x820,sarah58@lewis.com,716,51+,Married with Kids,909779,Business,Yes,,1
(511)041-3202,roberthouse@yahoo.com,339,51+,Married,551024,Doctor,No,please call back,0
9544819599,garciaemily@harris.com,355,36-50,Married with Kids,172897,Artist,Yes,please call back,0
001-067-619-1774x504,gouldjoshua@harper.com,664,36-50,Single,836352,Engineer,No,not interested,1
+1-678-543-4505,hermanashley@gmail.com,380,26-35,Single,591787,Business,No,,1
407.331.2947x409,davidcastillo@fuller.net,491,18-25,Married with Kids,888787,Engineer,No,,1
420.915.0232,djohnson@hotmail.com,528,18-25,Married,386274,Engineer,No,urgent,1
(414)369-7912,lindagonzalez@gmail.com,610,36-50,Married with Kids,365101,Student,No,not interested,0
001-958-419-2892x0966,maddoxfernando@myers.net,604,26-35,Single,186705,Artist,Yes,urgent,1
867.149.7008,johnscott@yahoo.com,804,51+,Married,332321,Business,Yes,,1
225-970-5965x97385,joshuaalvarez@yahoo.com,816,51+,Married with Kids,498635,Engineer,Yes,not interested,1
423.021.1127,timothy62@gmail.com,606,51+,Single,807030,Business,No,not interested,1
802.301.7663x6733,frank01@lawson.com,832,26-35,Single,761930,Doctor,No,please call back,1
710-371-7437,fhouston@west-schwartz.net,848,18-25,Single,747521,Doctor,No,please call back,1
302.858.9569x911,hoffmankevin@hotmail.com,456,36-50,Married with Kids,896302,Doctor,Yes,follow up later,1
046.002.1420,martinezwilliam@lewis-kelly.com,522,51+,Single,406761,Business,Yes,,1
001-665-398-8789x250,franklin62@perez.com,515,26-35,Married,114929,Student,No,follow up later,0
+1-011-481-6726x56196,williamskathleen@rose.com,755,36-50,Married,256908,Business,No,not interested,1
303.690.9983x705,maryfrench@gmail.com,638,18-25,Single,434478,Engineer,Yes,,1
609-850-5545x492,phamtheresa@harris.com,442,18-25,Single,655170,Student,No,please call back,1
5794908509,jason77@hotmail.com,813,36-50,Married with Kids,899718,Artist,Yes,urgent,1
(829)523-5769,meganmartin@gmail.com,375,36-50,Single,218959,Artist,Yes,urgent,1
001-951-641-7852,vanessasimpson@hotmail.com,543,36-50,Married with Kids,602243,Business,Yes,,1
001-663-685-9911x55835,rdavis@daniels.com,710,26-35,Married with Kids,459736,Student,Yes,not interested,0
(856)912-9907x04978,atkinsontammy@rush.com,777,26-35,Married with Kids,615662,Business,Yes,urgent,1
7425348387,millermichael@harrison.biz,358,36-50,Single,298169,Student,No,urgent,1
344-747-7217x27519,elizabethsanchez@yahoo.com,577,18-25,Single,701501,Engineer,Yes,follow up later,1
001-551-947-5224x304,emontgomery@gmail.com,723,36-50,Married,757320,Business,Yes,not interested,1
(061)896-5249x88369,wbray@yahoo.com,515,18-25,Single,989364,Business,No,not interested,1
+1-431-412-2320,nmiller@smith.com,419,51+,Married,284801,Engineer,No,,1
001-640-832-8717x4082,ywalton@palmer-bean.info,793,51+,Married with Kids,432781,Business,No,not interested,1
4859464375,james46@hotmail.com,432,26-35,Single,135246,Doctor,Yes,follow up later,0
+1-142-605-6351x74990,leecaleb@johnson-montgomery.biz,412,26-35,Married with Kids,776730,Engineer,No,not interested,1
(611)157-9411x337,bking@richardson.com,329,26-35,Married,439079,Engineer,Yes,,1
021.290.2094x198,ymurray@gmail.com,828,36-50,Married with Kids,314781,Business,Yes,urgent,1
+1-878-512-5849,derrick72@scott.com,709,26-35,Single,185535,Doctor,No,urgent,1
892.468.0323,stonejohn@yahoo.com,355,36-50,Married,576847,Engineer,No,,0
+1-037-111-0937x854,kjones@ferguson.com,451,51+,Married,501886,Student,No,not interested,0
001-439-153-7608x00947,meltonashley@gmail.com,622,18-25,Married with Kids,278139,Business,Yes,urgent,1
+1-954-177-2910x88468,heather04@hotmail.com,764,18-25,Married with Kids,386492,Business,No,not interested,1
(515)810-1901x565,elizabeth24@hotmail.com,759,18-25,Single,188718,Business,No,please call back,1
010-804-2389,dennismorris@hotmail.com,577,51+,Married with Kids,969177,Student,No,please call back,1
+1-332-900-4532x0061,gmercer@shaw.com,779,26-35,Single,681428,Student,Yes,urgent,1
(334)063-8385x609,kimmartinez@ramos.org,836,26-35,Married with Kids,841067,Business,Yes,urgent,1
927.862.7426x2361,christinelowe@mitchell.org,576,26-35,Single,130165,Artist,No,follow up later,0
484.779.4857x77627,clarkcharles@gmail.com,601,36-50,Married with Kids,809579,Business,Yes,urgent,1
3505698476,cindy22@yahoo.com,448,18-25,Married,135760,Student,Yes,urgent,1
531-244-7523,vmcclure@williams.biz,594,26-35,Single,226117,Business,No,urgent,1
006-851-4447x29865,fwerner@hotmail.com,801,26-35,Married with Kids,111999,Student,Yes,not interested,1
747.569.9190,hoffmanjennifer@david.net,798,51+,Single,472906,Artist,Yes,not interested,1
980-064-2845,scott01@contreras.org,507,18-25,Married,444595,Engineer,Yes,follow up later,0
197.402.6597,hollowaydonald@pacheco-thompson.org,762,36-50,Single,663535,Student,No,not interested,1
001-473-717-8983x773,anasanchez@hotmail.com,605,51+,Married with Kids,845303,Artist,Yes,follow up later,1
761.217.8835x45794,rodriguezbeth@hotmail.com,756,26-35,Single,580147,Engineer,Yes,please call back,1
5281443770,heather43@hotmail.com,387,51+,Single,833058,Doctor,Yes,not interested,1
001-409-454-2055x8208,brandi43@santos-medina.com,772,18-25,Single,454598,Student,Yes,,1
+1-222-464-1657,hollybrown@gmail.com,523,26-35,Married with Kids,675514,Doctor,No,please call back,0
2353811325,amanda53@ellis.info,517,36-50,Single,654963,Student,No,urgent,1
482.510.9396x6002,burnettbrooke@pittman-martinez.com,712,26-35,Married with Kids,229896,Artist,No,follow up later,1
765-535-1204x55830,brenda58@taylor.net,694,18-25,Single,870733,Student,No,not interested,1
+1-754-781-5514x771,emily46@jackson-hampton.com,450,26-35,Single,739581,Doctor,Yes,,1
140-269-2943x67551,mwhite@erickson-thompson.com,420,36-50,Married,978182,Business,No,,1
+1-374-002-8455x248,peterhebert@gmail.com,687,26-35,Married,913144,Engineer,Yes,,1
001-651-004-5033x5371,wendy50@rhodes.biz,348,36-50,Single,515999,Doctor,Yes,not interested,0
(033)651-0087,aliciahodge@hotmail.com,663,51+,Single,302873,Artist,No,urgent,1
+1-261-848-8729x315,davidstevenson@yahoo.com,685,51+,Single,235548,Doctor,No,urgent,1
976-111-4715x1110,martin37@hotmail.com,779,51+,Married,241192,Artist,Yes,not interested,1
(458)776-6032x5088,reedemily@gmail.com,844,26-35,Married,330160,Engineer,Yes,,1
+1-613-799-0827x4423,mcastro@taylor.com,564,51+,Married,490529,Doctor,Yes,,0
001-008-887-1247x38513,freid@taylor.org,782,36-50,Married,883553,Doctor,No,please call back,1
5362963826,leslieharding@yahoo.com,451,36-50,Married with Kids,970993,Business,No,not interested,1
(969)789-0709,ftodd@yahoo.com,541,18-25,Married,485702,Doctor,No,,1
001-577-580-5991x1116,jennifer05@meadows-pugh.com,788,36-50,Single,334846,Artist,Yes,please call back,1
635-454-9923,zmckinney@williams.com,346,36-50,Single,218246,Business,No,please call back,0
9738755731,martha08@brooks-porter.net,572,18-25,Single,388640,Engineer,No,urgent,1
252.650.5544x7539,kaylawilson@gmail.com,783,26-35,Married,858531,Doctor,No,follow up later,1
326-016-9777x23856,gentryjennifer@hotmail.com,583,18-25,Married with Kids,910622,Doctor,Yes,follow up later,1
(087)946-9865,yjackson@yahoo.com,354,36-50,Single,259365,Artist,Yes,follow up later,1
001-522-267-2151x993,smithnichole@hotmail.com,620,51+,Single,518695,Engineer,Yes,not interested,0
8062817134,tracigates@hotmail.com,377,18-25,Married,689140,Doctor,Yes,follow up later,0
(243)280-6617x21364,emily30@james-robles.org,402,26-35,Married with Kids,572319,Engineer,No,please call back,1
798-293-4706,omyers@hernandez-parker.com,715,36-50,Single,758998,Business,No,please call back,1
669-560-7560,tamisanchez@yahoo.com,338,36-50,Married with Kids,994015,Student,No,please call back,1
(197)126-1175,shannonharper@hotmail.com,517,18-25,Married with Kids,898180,Doctor,Yes,please call back,1
(727)553-4614x593,jason74@boyd.com,751,36-50,Married,374059,Engineer,Yes,urgent,1
683.274.3336x88733,tmiller@moore.net,678,36-50,Married,669031,Business,No,not interested,0
066-567-4170x8782,gomezchristopher@gmail.com,416,26-35,Single,246566,Engineer,Yes,,0
789-809-7320x3069,caleblawrence@maldonado.org,786,18-25,Married with Kids,164730,Student,Yes,not interested,1
582-278-1379x92982,jamesbarnes@burns-moore.org,332,18-25,Single,682645,Artist,No,please call back,1
(090)669-5217,cherylcline@yahoo.com,797,18-25,Married with Kids,105261,Artist,No,urgent,1
854-247-6006x1224,erikarroyo@diaz.com,749,51+,Single,695280,Artist,Yes,urgent,1
097-917-5938x4799,nathanmiller@peters.com,525,18-25,Single,520989,Engineer,No,please call back,0
983.241.6376,rosariomichael@byrd-baker.com,498,26-35,Married with Kids,354008,Doctor,No,follow up later,0
(218)595-5825x10516,cody49@yahoo.com,378,51+,Married,974310,Doctor,Yes,not interested,1
356-463-9330x09462,stevensanders@jensen-rios.com,323,18-25,Married,722476,Engineer,Yes,urgent,1
861.955.5185,rebeccacoleman@gmail.com,743,26-35,Married with Kids,352827,Engineer,No,please call back,1
041-549-7752x57990,grimesrobert@hotmail.com,331,36-50,Married with Kids,808701,Doctor,Yes,not interested,1
001-066-356-4967x2143,christopherclayton@yahoo.com,536,36-50,Married,541886,Student,No,please call back,1
9862029640,greenchristine@davis.biz,629,51+,Married,977879,Doctor,No,not interested,1
590-532-9047,dprice@moran.com,526,36-50,Single,337200,Engineer,No,follow up later,1
001-316-420-0219x07405,sharon43@davis-boyd.com,663,51+,Single,324888,Artist,Yes,urgent,1
+1-817-549-3369x41397,mduncan@yahoo.com,439,36-50,Married with Kids,175363,Engineer,No,urgent,1
(072)017-5403x18397,rmorales@sanchez-collins.com,565,51+,Single,429696,Engineer,Yes,please call back,0
621.554.6740,justin46@hotmail.com,781,26-35,Married with Kids,510662,Doctor,No,urgent,1
359.429.8382,ybrown@brown.com,707,18-25,Married,361832,Student,No,follow up later,1
(364)490-5621x539,kim41@gmail.com,495,18-25,Married,804283,Business,No,please call back,1
+1-489-368-9718x64162,hollandtonya@yu.com,724,51+,Married,834587,Business,Yes,,1
869.186.0980x1812,baileyjames@gmail.com,451,51+,Married with Kids,628009,Doctor,Yes,not interested,0
001-305-047-4296x01510,cooperjames@yahoo.com,672,36-50,Married,168807,Artist,Yes,,0
308-929-1475x27410,whitetammy@yahoo.com,762,26-35,Married with Kids,690015,Engineer,No,not interested,1
001-417-977-0907x193,scott92@hotmail.com,679,36-50,Married,375249,Artist,Yes,please call back,1
001-308-196-9782,williamsevelyn@yahoo.com,744,18-25,Married with Kids,859820,Doctor,No,,1
(397)458-4080,qyoung@gmail.com,837,18-25,Married,377685,Doctor,Yes,please call back,1
669-092-9120,smithian@smith-gomez.com,828,36-50,Married with Kids,301691,Artist,No,urgent,1
+1-073-074-9201,leoneric@navarro-evans.com,353,51+,Married,223865,Business,Yes,urgent,1
438-261-3858x853,scott34@wilson.com,673,18-25,Married,428646,Engineer,Yes,,0
001-980-402-6943x149,thomasbryant@gmail.com,790,18-25,Single,977101,Artist,Yes,please call back,1
494-256-4176x3815,bmitchell@peters.com,847,36-50,Married with Kids,545656,Engineer,Yes,not interested,1
001-955-318-4032x1338,shaley@gmail.com,405,18-25,Married,529611,Engineer,Yes,,1
+1-850-955-6584,ewelch@pitts-oliver.com,383,36-50,Married,665223,Student,No,urgent,1
(165)515-8118x6977,jose90@rodriguez.biz,812,26-35,Married,140747,Doctor,No,not interested,1
278-340-5829x85989,nicolemartinez@hartman.org,375,51+,Married with Kids,244576,Artist,Yes,please call back,1
(925)048-8872x88608,sbell@yahoo.com,757,51+,Married with Kids,373422,Doctor,No,not interested,1
(666)885-7853,meyerkyle@gmail.com,772,36-50,Married with Kids,960801,Artist,No,not interested,1
8841392328,sarahmartinez@hotmail.com,669,36-50,Married,705913,Engineer,No,please call back,1
(233)720-1896,lbell@carrillo-martinez.com,567,26-35,Married with Kids,257233,Student,Yes,please call back,0
915-047-0908x2670,dannyhunter@hotmail.com,504,26-35,Married with Kids,678926,Business,Yes,follow up later,1
661.999.8000,qirwin@scott.info,640,51+,Single,341455,Business,No,,0
+1-495-817-0039x77738,natalie90@hotmail.com,478,36-50,Married,500557,Student,No,,0
001-674-657-4464x14041,ajones@taylor-nguyen.org,446,36-50,Single,388008,Artist,No,please call back,0
(288)512-0288,patricia37@arnold-phillips.com,384,18-25,Married with Kids,669813,Student,No,,0
5238158855,wshaw@berry-lane.com,732,18-25,Married with Kids,719460,Doctor,No,not interested,1
221-022-6814x31397,johnvillarreal@gmail.com,711,51+,Single,580999,Artist,No,follow up later,0
6200613726,brian29@gmail.com,387,18-25,Married,787408,Artist,Yes,not interested,1
5322917875,laura68@gmail.com,424,26-35,Single,324764,Engineer,No,urgent,1
028-955-0948x868,christopher80@yahoo.com,723,18-25,Married,876215,Business,Yes,please call back,1
001-587-689-3526,robertsjason@walters.info,830,26-35,Married with Kids,835013,Business,Yes,,1
274-265-0197,gregory73@yahoo.com,634,36-50,Married with Kids,672988,Engineer,No,not interested,0
671.989.1872x4650,xwashington@patterson.com,598,36-50,Single,201141,Business,Yes,not interested,0
(706)435-7459,dgregory@hotmail.com,522,51+,Married,231257,Artist,Yes,urgent,1
523.089.2826x56699,williamsnatalie@gmail.com,406,26-35,Single,754557,Engineer,Yes,urgent,1
(642)762-9367,leecassandra@hotmail.com,814,18-25,Married,854389,Doctor,Yes,urgent,1
+1-398-672-1493,cbarry@yahoo.com,349,36-50,Married with Kids,760805,Doctor,No,not interested,1
483-290-0714,justin14@yahoo.com,834,26-35,Single,470364,Student,Yes,,1
644.408.4126,usims@ford-chang.com,358,26-35,Single,580892,Student,No,please call back,1
354.271.0853x46219,chase60@hotmail.com,664,26-35,Married with Kids,288934,Business,Yes,please call back,1
+1-680-919-4064x0355,xfernandez@marshall-charles.com,545,26-35,Married,364537,Artist,No,,1
001-829-655-8820x6704,qharris@gmail.com,358,18-25,Married,884553,Engineer,No,follow up later,1
(050)532-4564,barbaraburke@scott.com,573,18-25,Married with Kids,662789,Engineer,No,please call back,0
001-674-208-1129x63357,nicholas14@patterson-myers.info,849,18-25,Single,884832,Doctor,No,please call back,1
640-594-8168x4298,jerrywilliamson@thomas.com,704,51+,Married,991526,Doctor,No,not interested,1
360.879.6848x2509,jeremiahwright@williams-robertson.net,466,36-50,Married,466027,Engineer,Yes,urgent,1
(507)580-3133x56893,joshuahernandez@hotmail.com,832,36-50,Married,335114,Artist,Yes,,1
+1-262-596-4329x77549,terrancejensen@harris-meyer.org,685,26-35,Married,247947,Student,Yes,,1
001-924-638-9145x15905,fkhan@harding.info,685,51+,Single,633868,Doctor,Yes,follow up later,1
(075)551-6393,santiagosara@fisher-bradshaw.com,455,36-50,Married with Kids,932148,Doctor,Yes,not interested,1
